title,artist,composer,genre,massFunction,liturgicalTime,source,hasAudio,duration
"Bem-vindo ao Reino 19","Coro Batismal 19","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,198
"Bem-vindo ao Reino 20","Coro Batismal 20","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,199
"Bem-vindo ao Reino 21","Coro Batismal 21","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,200
"Bem-vindo ao Reino 22","Coro Batismal 22","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,201
"Bem-vindo ao Reino 23","Coro Batismal 23","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,202
"Bem-vindo ao Reino 24","Coro Batismal 24","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,203
"Bem-vindo ao Reino 25","Coro Batismal 25","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,204
"Bem-vindo ao Reino 26","Coro Batismal 26","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,205
"Bem-vindo ao Reino 27","Coro Batismal 27","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,206
"Bem-vindo ao Reino 28","Coro Batismal 28","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,207
"Bem-vindo ao Reino 29","Coro Batismal 29","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,208
"Bem-vindo ao Reino 30","Coro Batismal 30","Tradicional",louvor,entrada,batizado,Folhetos de Canto,true,209
"Canto Gregoriano 1","Monges Beneditinos","Tradicional Medieval",liturgica,entrada,comum,Pixabay,true,250
"Canto Gregoriano 2","Monges Beneditinos","Tradicional Medieval",liturgica,gloria,comum,Pixabay,true,251
"Canto Gregoriano 3","Monges Beneditinos","Tradicional Medieval",liturgica,salmo,comum,Pixabay,true,252
"Canto Gregoriano 4","Monges Beneditinos","Tradicional Medieval",liturgica,ofertorio,comum,Pixabay,true,253
"Canto Gregoriano 5","Monges Beneditinos","Tradicional Medieval",liturgica,santo,comum,Pixabay,true,254
"Canto Gregoriano 6","Monges Beneditinos","Tradicional Medieval",liturgica,comunhao,comum,Pixabay,true,255
"Canto Gregoriano 7","Monges Beneditinos","Tradicional Medieval",liturgica,final,comum,Pixabay,true,256
"Canto Gregoriano 8","Monges Beneditinos","Tradicional Medieval",liturgica,ato_penitencial,comum,Pixabay,true,257
"Canto Gregoriano 9","Monges Beneditinos","Tradicional Medieval",liturgica,entrada,comum,Pixabay,true,258
"Canto Gregoriano 10","Monges Beneditinos","Tradicional Medieval",liturgica,gloria,comum,Pixabay,true,259
"Canto Gregoriano 11","Monges Beneditinos","Tradicional Medieval",liturgica,salmo,comum,Pixabay,true,260
"Canto Gregoriano 12","Monges Beneditinos","Tradicional Medieval",liturgica,ofertorio,comum,Pixabay,true,261
"Canto Gregoriano 13","Monges Beneditinos","Tradicional Medieval",liturgica,santo,comum,Pixabay,true,262
"Canto Gregoriano 14","Monges Beneditinos","Tradicional Medieval",liturgica,comunhao,comum,Pixabay,true,263
"Canto Gregoriano 15","Monges Beneditinos","Tradicional Medieval",liturgica,final,comum,Pixabay,true,264
"Canto Gregoriano 16","Monges Beneditinos","Tradicional Medieval",liturgica,ato_penitencial,comum,Pixabay,true,265
"Canto Gregoriano 17","Monges Beneditinos","Tradicional Medieval",liturgica,entrada,comum,Pixabay,true,266
"Canto Gregoriano 18","Monges Beneditinos","Tradicional Medieval",liturgica,gloria,comum,Pixabay,true,267
"Canto Gregoriano 19","Monges Beneditinos","Tradicional Medieval",liturgica,salmo,comum,Pixabay,true,268
"Canto Gregoriano 20","Monges Beneditinos","Tradicional Medieval",liturgica,ofertorio,comum,Pixabay,true,269
"Canto Gregoriano 21","Monges Beneditinos","Tradicional Medieval",liturgica,santo,comum,Pixabay,true,270
"Canto Gregoriano 22","Monges Beneditinos","Tradicional Medieval",liturgica,comunhao,comum,Pixabay,true,271
"Canto Gregoriano 23","Monges Beneditinos","Tradicional Medieval",liturgica,final,comum,Pixabay,true,272
"Canto Gregoriano 24","Monges Beneditinos","Tradicional Medieval",liturgica,ato_penitencial,comum,Pixabay,true,273
"Canto Gregoriano 25","Monges Beneditinos","Tradicional Medieval",liturgica,entrada,comum,Pixabay,true,274
"Canto Gregoriano 26","Monges Beneditinos","Tradicional Medieval",liturgica,gloria,comum,Pixabay,true,275
"Canto Gregoriano 27","Monges Beneditinos","Tradicional Medieval",liturgica,salmo,comum,Pixabay,true,276
"Canto Gregoriano 28","Monges Beneditinos","Tradicional Medieval",liturgica,ofertorio,comum,Pixabay,true,277
"Canto Gregoriano 29","Monges Beneditinos","Tradicional Medieval",liturgica,santo,comum,Pixabay,true,278
"Canto Gregoriano 30","Monges Beneditinos","Tradicional Medieval",liturgica,comunhao,comum,Pixabay,true,279
"Canto Gregoriano 31","Monges Beneditinos","Tradicional Medieval",liturgica,final,comum,Pixabay,true,280
"Canto Gregoriano 32","Monges Beneditinos","Tradicional Medieval",liturgica,ato_penitencial,comum,Pixabay,true,281
"Canto Gregoriano 33","Monges Beneditinos","Tradicional Medieval",liturgica,entrada,comum,Pixabay,true,282
"Canto Gregoriano 34","Monges Beneditinos","Tradicional Medieval",liturgica,gloria,comum,Pixabay,true,283
"Canto Gregoriano 35","Monges Beneditinos","Tradicional Medieval",liturgica,salmo,comum,Pixabay,true,284
"Canto Gregoriano 36","Monges Beneditinos","Tradicional Medieval",liturgica,ofertorio,comum,Pixabay,true,285
"Canto Gregoriano 37","Monges Beneditinos","Tradicional Medieval",liturgica,santo,comum,Pixabay,true,286
"Canto Gregoriano 38","Monges Beneditinos","Tradicional Medieval",liturgica,comunhao,comum,Pixabay,true,287
"Canto Gregoriano 39","Monges Beneditinos","Tradicional Medieval",liturgica,final,comum,Pixabay,true,288
"Canto Gregoriano 40","Monges Beneditinos","Tradicional Medieval",liturgica,ato_penitencial,comum,Pixabay,true,289
"Louvor Contemporâneo 1","Banda Contemporânea 1","Moderno",louvor,entrada,comum,Palco MP3,true,240
"Louvor Contemporâneo 2","Banda Contemporânea 2","Moderno",louvor,gloria,comum,Palco MP3,true,241
"Louvor Contemporâneo 3","Banda Contemporânea 3","Moderno",louvor,salmo,comum,Palco MP3,true,242
"Louvor Contemporâneo 4","Banda Contemporânea 4","Moderno",louvor,ofertorio,comum,Palco MP3,true,243
"Louvor Contemporâneo 5","Banda Contemporânea 5","Moderno",louvor,santo,comum,Palco MP3,true,244
"Louvor Contemporâneo 6","Banda Contemporânea 6","Moderno",louvor,comunhao,comum,Palco MP3,true,245
"Louvor Contemporâneo 7","Banda Contemporânea 7","Moderno",louvor,final,comum,Palco MP3,true,246
"Louvor Contemporâneo 8","Banda Contemporânea 8","Moderno",louvor,ato_penitencial,comum,Palco MP3,true,247
"Louvor Contemporâneo 9","Banda Contemporânea 9","Moderno",louvor,entrada,comum,Palco MP3,true,248
"Louvor Contemporâneo 10","Banda Contemporânea 10","Moderno",louvor,gloria,comum,Palco MP3,true,249
"Louvor Contemporâneo 11","Banda Contemporânea 11","Moderno",louvor,salmo,comum,Palco MP3,true,250
"Louvor Contemporâneo 12","Banda Contemporânea 12","Moderno",louvor,ofertorio,comum,Palco MP3,true,251
"Louvor Contemporâneo 13","Banda Contemporânea 13","Moderno",louvor,santo,comum,Palco MP3,true,252
"Louvor Contemporâneo 14","Banda Contemporânea 14","Moderno",louvor,comunhao,comum,Palco MP3,true,253
"Louvor Contemporâneo 15","Banda Contemporânea 15","Moderno",louvor,final,comum,Palco MP3,true,254
"Louvor Contemporâneo 16","Banda Contemporânea 16","Moderno",louvor,ato_penitencial,comum,Palco MP3,true,255
"Louvor Contemporâneo 17","Banda Contemporânea 17","Moderno",louvor,entrada,comum,Palco MP3,true,256
"Louvor Contemporâneo 18","Banda Contemporânea 18","Moderno",louvor,gloria,comum,Palco MP3,true,257
"Louvor Contemporâneo 19","Banda Contemporânea 19","Moderno",louvor,salmo,comum,Palco MP3,true,258
"Louvor Contemporâneo 20","Banda Contemporânea 20","Moderno",louvor,ofertorio,comum,Palco MP3,true,259
"Louvor Contemporâneo 21","Banda Contemporânea 21","Moderno",louvor,santo,comum,Palco MP3,true,260
"Louvor Contemporâneo 22","Banda Contemporânea 22","Moderno",louvor,comunhao,comum,Palco MP3,true,261
"Louvor Contemporâneo 23","Banda Contemporânea 23","Moderno",louvor,final,comum,Palco MP3,true,262
"Louvor Contemporâneo 24","Banda Contemporânea 24","Moderno",louvor,ato_penitencial,comum,Palco MP3,true,263
"Louvor Contemporâneo 25","Banda Contemporânea 25","Moderno",louvor,entrada,comum,Palco MP3,true,264
"Louvor Contemporâneo 26","Banda Contemporânea 26","Moderno",louvor,gloria,comum,Palco MP3,true,265
"Louvor Contemporâneo 27","Banda Contemporânea 27","Moderno",louvor,salmo,comum,Palco MP3,true,266
"Louvor Contemporâneo 28","Banda Contemporânea 28","Moderno",louvor,ofertorio,comum,Palco MP3,true,267
"Louvor Contemporâneo 29","Banda Contemporânea 29","Moderno",louvor,santo,comum,Palco MP3,true,268
"Louvor Contemporâneo 30","Banda Contemporânea 30","Moderno",louvor,comunhao,comum,Palco MP3,true,269
"Louvor Contemporâneo 31","Banda Contemporânea 31","Moderno",louvor,final,comum,Palco MP3,true,270
"Louvor Contemporâneo 32","Banda Contemporânea 32","Moderno",louvor,ato_penitencial,comum,Palco MP3,true,271
"Louvor Contemporâneo 33","Banda Contemporânea 33","Moderno",louvor,entrada,comum,Palco MP3,true,272
"Louvor Contemporâneo 34","Banda Contemporânea 34","Moderno",louvor,gloria,comum,Palco MP3,true,273
"Louvor Contemporâneo 35","Banda Contemporânea 35","Moderno",louvor,salmo,comum,Palco MP3,true,274
"Louvor Contemporâneo 36","Banda Contemporânea 36","Moderno",louvor,ofertorio,comum,Palco MP3,true,275
"Louvor Contemporâneo 37","Banda Contemporânea 37","Moderno",louvor,santo,comum,Palco MP3,true,276
"Louvor Contemporâneo 38","Banda Contemporânea 38","Moderno",louvor,comunhao,comum,Palco MP3,true,277
"Louvor Contemporâneo 39","Banda Contemporânea 39","Moderno",louvor,final,comum,Palco MP3,true,278
"Louvor Contemporâneo 40","Banda Contemporânea 40","Moderno",louvor,ato_penitencial,comum,Palco MP3,true,279
"Louvor Contemporâneo 41","Banda Contemporânea 41","Moderno",louvor,entrada,comum,Palco MP3,true,280
"Louvor Contemporâneo 42","Banda Contemporânea 42","Moderno",louvor,gloria,comum,Palco MP3,true,281
"Louvor Contemporâneo 43","Banda Contemporânea 43","Moderno",louvor,salmo,comum,Palco MP3,true,282
"Louvor Contemporâneo 44","Banda Contemporânea 44","Moderno",louvor,ofertorio,comum,Palco MP3,true,283
"Louvor Contemporâneo 45","Banda Contemporânea 45","Moderno",louvor,santo,comum,Palco MP3,true,284
"Louvor Contemporâneo 46","Banda Contemporânea 46","Moderno",louvor,comunhao,comum,Palco MP3,true,285
"Louvor Contemporâneo 47","Banda Contemporânea 47","Moderno",louvor,final,comum,Palco MP3,true,286
"Louvor Contemporâneo 48","Banda Contemporânea 48","Moderno",louvor,ato_penitencial,comum,Palco MP3,true,287
"Louvor Contemporâneo 49","Banda Contemporânea 49","Moderno",louvor,entrada,comum,Palco MP3,true,288
"Louvor Contemporâneo 50","Banda Contemporânea 50","Moderno",louvor,gloria,comum,Palco MP3,true,289
"Louvor Contemporâneo 51","Banda Contemporânea 51","Moderno",louvor,salmo,comum,Palco MP3,true,290
"Louvor Contemporâneo 52","Banda Contemporânea 52","Moderno",louvor,ofertorio,comum,Palco MP3,true,291
"Louvor Contemporâneo 53","Banda Contemporânea 53","Moderno",louvor,santo,comum,Palco MP3,true,292
"Louvor Contemporâneo 54","Banda Contemporânea 54","Moderno",louvor,comunhao,comum,Palco MP3,true,293
"Louvor Contemporâneo 55","Banda Contemporânea 55","Moderno",louvor,final,comum,Palco MP3,true,294
"Louvor Contemporâneo 56","Banda Contemporânea 56","Moderno",louvor,ato_penitencial,comum,Palco MP3,true,295
"Louvor Contemporâneo 57","Banda Contemporânea 57","Moderno",louvor,entrada,comum,Palco MP3,true,296
"Louvor Contemporâneo 58","Banda Contemporânea 58","Moderno",louvor,gloria,comum,Palco MP3,true,297
"Louvor Contemporâneo 59","Banda Contemporânea 59","Moderno",louvor,salmo,comum,Palco MP3,true,298
"Louvor Contemporâneo 60","Banda Contemporânea 60","Moderno",louvor,ofertorio,comum,Palco MP3,true,299
